City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
215,Si Racha,TH,13.1737,100.9311,87.62,72,80,6.8,broken clouds
216,Kolpashevo,RU,58.3131,82.9089,20.39,84,100,11.56,overcast clouds
217,Waingapu,ID,-9.6567,120.2641,85.01,70,53,13.6,broken clouds
218,Antequera,ES,37.0194,-4.5612,58.91,66,100,4.36,overcast clouds
219,Mecca,SA,21.4267,39.8261,57.54,51,3,12.41,clear sky
220,Vardo,NO,70.3705,31.1107,21.29,90,100,25.39,snow
221,Pangody,RU,65.85,74.4859,3.45,98,100,6.42,overcast clouds
222,Vagur,FO,61.4732,-6.8119,37.96,61,100,13.31,overcast clouds
223,Touros,BR,-5.1989,-35.4608,81.5,74,5,12.17,clear sky
224,Huangmei,CN,30.1924,116.025,48.02,54,2,9.91,clear sky
225,Sun Valley,US,39.5963,-119.776,42.3,44,40,3.0,scattered clouds
226,Kalabo,ZM,-14.97,22.6814,65.17,94,96,3.2,overcast clouds
227,Saint Anthony,US,45.0205,-93.218,1.92,72,0,1.01,clear sky
228,Belyy Yar,RU,53.6039,91.3903,-16.71,83,40,0.0,fog
229,Tuktoyaktuk,CA,69.4541,-133.0374,-23.8,76,0,17.27,clear sky
230,Pisco,PE,-13.7,-76.2167,67.01,82,0,8.05,clear sky
231,Bonnyville,CA,54.2668,-110.735,-2.4,96,100,4.16,light snow
232,Athabasca,CA,54.7169,-113.2854,7.9,97,100,3.0,overcast clouds
233,Prattville,US,32.464,-86.4597,36.72,89,100,6.91,overcast clouds
234,Dhidhdhoo,MV,6.8833,73.1,81.19,64,45,9.62,scattered clouds
235,Nizhnyaya Omka,RU,55.4338,74.9426,12.92,80,100,8.23,overcast clouds
236,Kalmunai,LK,7.4167,81.8167,79.29,69,75,2.53,broken clouds
237,Hobyo,SO,5.3505,48.5268,75.16,68,20,14.16,few clouds
238,Waslala,NI,13.2333,-85.3833,66.65,83,10,0.87,clear sky
239,Sitka,US,57.0531,-135.33,42.69,81,100,12.66,light rain
240,Ladnun,IN,27.65,74.3833,57.58,40,0,9.04,clear sky
241,Aripuana,BR,-9.1667,-60.6333,72.46,98,100,2.35,overcast clouds
242,Vestmannaeyjar,IS,63.4427,-20.2734,32.4,84,100,29.21,snow
243,Anadyr,RU,64.75,177.4833,12.7,44,0,4.47,clear sky
244,Bubaque,GW,11.2833,-15.8333,77.59,65,0,8.55,clear sky
245,Srednekolymsk,RU,67.45,153.6833,-29.25,100,100,0.92,overcast clouds
246,Remontnoye,RU,46.5614,43.6501,30.61,93,91,11.1,overcast clouds
247,Moa,CU,20.6569,-74.9403,73.62,78,16,10.89,few clouds
248,Soyo,AO,-6.1349,12.3689,76.55,84,65,3.65,broken clouds
249,Kungurtug,RU,50.5994,97.5228,-1.17,88,33,1.16,scattered clouds
250,Darhan,MN,49.4867,105.9228,2.48,84,18,5.93,few clouds
251,Akdepe,TM,42.0551,59.3788,41.0,54,100,4.34,overcast clouds
252,Ulladulla,AU,-35.35,150.4667,74.3,59,40,14.34,scattered clouds
253,Andra,RU,62.5147,65.8878,-8.97,100,100,1.39,overcast clouds
254,Pietarsaari,FI,63.65,22.6833,32.9,94,100,13.71,overcast clouds
255,Manta,EC,-0.95,-80.7333,76.78,88,40,4.61,scattered clouds
256,Mahibadhoo,MV,3.7833,72.9667,81.77,70,17,10.16,few clouds
257,Javanrud,IR,34.7961,46.5172,35.24,98,98,3.29,snow
258,Bazpur,IN,29.15,79.1167,54.43,66,0,0.85,clear sky
259,Auce,LV,56.4598,22.9017,34.25,98,100,12.46,light snow
260,Krasnoselkup,RU,65.7,82.4667,16.02,96,100,4.99,light snow
261,Qaqortoq,GL,60.7167,-46.0333,4.78,49,4,24.32,clear sky
262,Talnakh,RU,69.4865,88.3972,-7.91,97,93,4.38,overcast clouds
263,Khetri,IN,27.9833,75.8,54.86,51,0,3.02,clear sky
264,Coihaique,CL,-45.5752,-72.0662,57.15,72,0,3.44,clear sky
265,Petauke,ZM,-14.2426,31.3253,63.1,95,100,1.9,overcast clouds
266,Kisangani,CD,0.5167,25.2,69.78,87,100,3.09,overcast clouds
267,Burtunay,RU,42.9886,46.6303,23.72,95,100,9.51,light snow
268,Ler,SS,8.3018,30.1418,72.43,19,89,8.19,overcast clouds
269,Marsh Harbour,BS,26.5412,-77.0636,73.0,63,0,8.88,clear sky
270,Upernavik,GL,72.7868,-56.1549,1.42,95,100,17.52,overcast clouds
271,Lhokseumawe,ID,5.1801,97.1507,82.71,70,100,3.8,overcast clouds
272,Ende,ID,-8.8432,121.6623,82.99,80,97,2.13,overcast clouds
273,Xining,CN,36.6167,101.7667,16.68,75,100,4.88,light snow
274,Lake Havasu City,US,34.4839,-114.3224,56.01,19,20,4.0,few clouds
275,Abong Mbang,CM,3.9833,13.1833,60.42,36,93,1.45,overcast clouds
276,Chulumani,BO,-16.4096,-67.5263,64.47,98,99,1.01,overcast clouds
277,Morgan City,US,29.6994,-91.2068,37.0,80,100,20.71,overcast clouds
278,Noumea,NC,-22.2763,166.4572,87.78,73,100,9.15,light rain
279,Tchibanga,GA,-2.85,11.0333,68.99,98,100,2.21,overcast clouds
280,Lokbatan,AZ,40.3237,49.728,42.78,84,100,22.12,overcast clouds
281,Dingle,PH,10.9995,122.6711,81.36,73,87,17.34,overcast clouds
282,Te Anau,NZ,-45.4167,167.7167,64.02,40,4,5.66,clear sky
283,Tezu,IN,27.9167,96.1667,56.79,93,100,3.69,light rain
284,Angoche,MZ,-16.2325,39.9086,74.3,91,100,7.2,overcast clouds
285,Quatre Cocos,MU,-20.2078,57.7625,80.1,86,99,19.91,light rain
286,Kiunga,PG,-6.1219,141.2906,94.28,44,95,4.12,overcast clouds
287,Safranbolu,TR,41.2508,32.6942,14.63,92,68,2.3,broken clouds
288,Neka,IR,36.6508,53.299,45.91,81,100,6.91,overcast clouds
289,Mbanza-Ngungu,CD,-5.25,14.8667,65.46,99,55,3.09,moderate rain
290,Psebay,RU,44.1234,40.8107,20.59,95,92,2.98,light snow
291,Mar Del Plata,AR,-38.0023,-57.5575,66.22,84,100,11.99,moderate rain
292,Burnie,AU,-41.0667,145.9167,69.94,63,93,7.9,overcast clouds
293,Vastseliina,EE,57.7303,27.2932,18.25,92,100,13.62,light snow
294,Petropavl,KZ,54.8753,69.1628,6.78,78,0,11.18,clear sky
295,Provideniya,RU,64.3833,-173.3,-0.72,69,1,10.89,clear sky
296,Teontepec,MX,18.5,-97.5167,50.65,89,88,10.33,overcast clouds
297,Adrar,MR,20.5022,-10.0711,61.68,13,0,9.08,clear sky
298,San Pedro,PH,14.35,121.0167,87.03,58,75,9.22,broken clouds
299,Alofi,NU,-19.0595,-169.9187,76.89,94,100,5.75,overcast clouds
300,Zenzeli,RU,45.9241,47.0474,33.28,84,100,14.43,overcast clouds
301,Kaliganj,BD,23.4095,89.1402,67.24,58,43,10.2,scattered clouds
302,Sabang,ID,5.8933,95.3214,81.25,77,70,17.43,broken clouds
303,Geraldton,AU,-28.7667,114.6,108.01,8,0,12.66,clear sky
304,Lang Son,VN,21.8333,106.7333,52.88,67,100,4.92,overcast clouds
305,Homer,US,59.6425,-151.5483,30.07,93,0,5.75,clear sky
306,Pitkyaranta,RU,61.5734,31.4792,14.29,91,100,18.84,overcast clouds
307,Fukuma,JP,33.7667,130.4667,43.09,50,100,17.83,overcast clouds
308,Tiarei,PF,-17.5333,-149.3333,84.22,74,23,14.23,light rain
309,Portland,US,45.5234,-122.6762,50.2,88,75,4.0,broken clouds
310,Vytegra,RU,61.0064,36.4481,4.35,97,86,9.78,overcast clouds
311,Kysyl-Syr,RU,63.8986,122.7617,-17.07,96,92,3.24,overcast clouds
312,Abha,SA,18.2164,42.5053,53.42,66,0,0.0,clear sky
313,Cuamba,MZ,-14.8031,36.5372,67.68,97,100,2.75,overcast clouds
314,Lasa,IT,46.6166,10.7002,40.46,95,34,8.23,scattered clouds
315,Eenhana,NA,-17.4667,16.3333,66.94,90,100,3.4,overcast clouds
316,Kurilsk,RU,45.2333,147.8833,23.97,74,100,14.76,light snow
317,Necochea,AR,-38.5473,-58.7368,63.03,73,100,8.16,light rain
318,Santa Cruz Del Sur,CU,20.7147,-77.9956,72.7,72,10,14.16,clear sky
319,Las Vegas,US,36.175,-115.1372,50.43,27,0,4.61,clear sky
320,Georgiyevka,KZ,43.0369,74.7114,21.24,79,0,8.95,clear sky
321,Svetlogorsk,BY,52.6333,29.7333,14.79,93,97,10.71,overcast clouds
322,Damghan,IR,36.1683,54.348,41.52,50,2,2.35,clear sky
323,Chupa,RU,66.27,33.0549,16.52,93,100,15.5,snow
324,Pangnirtung,CA,66.1451,-65.7125,-18.4,69,75,2.3,broken clouds
325,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,56,90,5.75,overcast clouds
326,Daloa,CI,6.8774,-6.4502,68.83,83,6,2.84,clear sky
327,Zmeinogorsk,RU,51.1567,82.195,10.89,85,9,2.53,clear sky
328,Katobu,ID,-4.9408,122.5276,90.09,52,94,6.76,overcast clouds
329,Axim,GH,4.8699,-2.2405,78.03,84,14,3.76,few clouds
330,Muyezerskiy,RU,63.9333,31.65,16.88,80,100,16.71,overcast clouds
331,Mweka,CD,-4.85,21.5667,66.54,95,78,1.81,broken clouds
332,Severo-Kurilsk,RU,50.6789,156.125,31.1,85,87,9.53,light snow
333,Nakamura,JP,32.9833,132.9333,43.18,44,82,13.11,broken clouds
334,Kapit,MY,2.0167,112.9333,88.25,58,100,2.13,overcast clouds
335,Norilsk,RU,69.3535,88.2027,-7.56,98,92,4.54,overcast clouds
336,Sorland,NO,67.667,12.6934,28.47,84,100,26.28,snow
337,Wasilla,US,61.5814,-149.4394,26.76,86,100,8.05,overcast clouds
338,Jati,PK,24.3539,68.2671,68.32,45,0,5.99,clear sky
339,Waterloo,CA,43.4668,-80.5164,9.23,86,75,5.01,broken clouds
340,Fort Nelson,CA,58.8053,-122.7002,-9.81,70,100,3.44,light snow
341,Road Town,VG,18.4167,-64.6167,73.99,75,100,18.32,overcast clouds
342,Puerto Ayacucho,VE,5.6639,-67.6236,77.68,74,80,3.27,broken clouds
343,Mednogorsk,RU,51.4128,57.595,19.53,92,100,16.53,overcast clouds
344,Esperance,AU,-33.8667,121.9,93.04,46,4,13.02,clear sky
345,Wonosobo,ID,-7.36,109.9025,78.87,100,83,4.45,broken clouds
346,Cherskiy,RU,68.75,161.3,-30.96,96,8,3.94,clear sky
347,Bac Lieu,VN,9.285,105.7244,86.38,54,10,25.28,clear sky
348,Arroyo,ES,41.6096,-4.7969,46.18,70,100,0.0,overcast clouds
349,Deputatskiy,RU,69.3,139.9,-26.28,98,77,2.95,broken clouds
350,Alice Springs,AU,-23.7,133.8833,78.35,31,0,11.5,clear sky
351,Makat,KZ,47.6469,53.3463,30.76,93,100,5.26,overcast clouds
352,Manokwari,ID,-0.8667,134.0833,84.36,68,83,10.13,broken clouds
353,Ust-Karsk,RU,52.7011,118.8077,4.82,77,100,2.3,overcast clouds
354,Namibe,AO,-15.1961,12.1522,70.47,68,24,6.13,few clouds
355,San Cristobal,VE,7.7669,-72.225,71.78,91,51,2.77,broken clouds
356,Barcelona,ES,41.3888,2.159,54.54,87,40,1.99,mist
357,Destin,US,30.3935,-86.4958,41.05,90,100,12.66,overcast clouds
358,Abancay,PE,-13.6339,-72.8814,58.06,95,80,2.8,broken clouds
359,Ostrovnoy,RU,68.0531,39.5131,14.81,84,100,24.29,overcast clouds
360,Mazamari,PE,-11.3258,-74.5308,68.94,98,56,1.77,broken clouds
361,Beroroha,MG,-21.6667,45.1667,79.52,62,100,5.21,overcast clouds
362,Batemans Bay,AU,-35.7167,150.1833,73.2,56,61,12.48,broken clouds
363,Half Moon Bay,US,37.4636,-122.4286,57.31,64,0,3.44,clear sky
364,Diffa,NE,13.3154,12.6113,60.1,41,12,11.01,few clouds
365,Hamilton,US,39.1834,-84.5333,18.45,80,40,4.61,scattered clouds
366,Flinders,AU,-34.5833,150.8552,75.2,67,59,11.99,light rain
367,Taltal,CL,-25.4,-70.4833,67.73,72,0,3.58,clear sky
368,Laguna,US,38.421,-121.4238,54.99,62,0,3.44,clear sky
369,Port Keats,AU,-14.25,129.55,85.95,66,54,8.97,broken clouds
370,Tabuk,PH,17.4189,121.4443,76.86,75,93,9.6,overcast clouds
371,Ancud,CL,-41.8697,-73.8203,53.42,90,9,3.02,clear sky
372,Sault Sainte Marie,CA,46.5168,-84.3333,1.96,60,0,0.0,clear sky
373,Dubbo,AU,-32.25,148.6167,78.93,34,40,14.97,scattered clouds
374,Cayenne,GF,4.9333,-52.3333,80.1,86,75,8.01,moderate rain
375,Vaitape,PF,-16.5167,-151.75,80.38,75,71,13.85,light rain
376,Novyye Lapsary,RU,56.0685,47.2142,19.11,93,100,11.18,snow
377,Hirado,JP,33.3597,129.5531,42.15,59,100,26.44,overcast clouds
378,Hambantota,LK,6.1241,81.1185,80.94,89,76,6.91,broken clouds
379,Mardin,TR,37.3131,40.7436,31.26,93,0,0.0,clear sky
380,Lincoln,US,40.8,-96.667,19.78,36,0,3.0,clear sky
381,Sydney,AU,-33.8679,151.2073,76.59,53,20,5.99,few clouds
382,Solnechnyy,RU,50.7214,136.6319,8.76,88,100,2.53,overcast clouds
383,Tadine,NC,-21.55,167.8833,80.53,87,99,16.75,light rain
384,Binzhou,CN,37.3667,118.0167,33.84,16,14,12.01,few clouds
385,Toucheng,TW,24.8592,121.8233,61.45,84,100,8.43,overcast clouds
386,Gorontalo,ID,0.5412,123.0595,90.37,55,98,3.69,overcast clouds
387,Dawlatabad,AF,36.4141,64.9053,48.74,32,4,7.34,clear sky
388,Lumphat,KH,13.4878,106.9816,84.33,47,93,12.19,overcast clouds
389,Marienburg,PL,54.0359,19.0266,37.96,97,100,19.66,light rain
390,Nishihara,JP,26.1842,127.7558,62.26,57,75,14.97,broken clouds
391,Havoysund,NO,70.9963,24.6622,20.28,79,100,20.78,overcast clouds
392,Saint George,US,37.1041,-113.5841,43.36,32,0,1.99,clear sky
393,Inta,RU,66.0317,60.1659,1.47,98,99,4.72,overcast clouds
394,Beyneu,KZ,45.3167,55.2,36.45,90,99,6.87,overcast clouds
395,Umba,RU,66.6871,34.3429,12.81,93,100,21.3,snow
396,Tukrah,LY,32.5341,20.5791,51.24,80,4,9.75,clear sky
397,Dolinsk,RU,47.35,142.8,21.06,86,100,5.23,overcast clouds
398,Shymkent,KZ,42.3,69.6,28.99,59,0,8.95,clear sky
399,Lamu,KE,-2.2717,40.902,77.22,85,100,8.59,overcast clouds
400,Vilyuysk,RU,63.7553,121.6247,-15.75,95,69,2.35,broken clouds
401,Tuatapere,NZ,-46.1333,167.6833,59.83,55,21,8.72,few clouds
402,Metro,ID,-5.1131,105.3067,74.25,93,100,7.0,overcast clouds
403,Jiangyou,CN,31.7667,104.7167,40.66,95,100,2.01,light rain
404,Karaidel,RU,55.8337,56.9069,20.64,94,100,3.22,overcast clouds
405,Hervey Bay,AU,-25.2986,152.8535,84.31,58,29,15.01,scattered clouds
406,Norman Wells,CA,65.282,-126.8329,-7.56,64,40,25.32,scattered clouds
407,Nha Trang,VN,12.25,109.1833,78.8,83,89,17.27,overcast clouds
408,Jieshi,CN,22.8134,115.8257,56.95,66,62,9.53,broken clouds
409,Bafra,TR,41.5678,35.9069,35.38,70,74,5.59,broken clouds
410,Rairangpur,IN,22.2676,86.1751,59.45,36,0,10.49,clear sky
411,Gao,ML,16.6362,1.637,56.88,16,0,11.56,clear sky
412,Inuvik,CA,68.3499,-133.7218,-19.44,76,0,4.61,clear sky
413,Farafangana,MG,-22.8167,47.8333,77.72,91,100,19.82,moderate rain
414,Abbeville,FR,50.1,1.8333,39.49,91,8,7.58,clear sky
415,Manjeshwar,IN,12.7194,74.8861,76.15,61,52,2.82,broken clouds
416,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,38.19,55,0,5.5,clear sky
417,Nouadhibou,MR,20.931,-17.0347,65.89,66,14,12.86,few clouds
418,General Pico,AR,-35.6566,-63.7568,61.36,94,90,6.06,overcast clouds
419,Lavrentiya,RU,65.5833,-171.0,-10.53,84,2,9.42,clear sky
420,Hulan,CN,45.9833,126.6,5.11,86,100,5.82,overcast clouds
421,Yarensk,RU,62.1675,49.0916,-10.62,100,95,1.92,overcast clouds
422,Carupano,VE,10.6678,-63.2585,74.55,86,1,8.81,clear sky
423,Kristiansund,NO,63.1115,7.732,37.45,86,75,21.85,light snow
424,Praya,CV,14.9215,-23.5087,68.54,83,0,11.5,clear sky
425,Pasaje,EC,-3.3333,-79.8167,78.87,90,85,1.32,overcast clouds
426,Inhambane,MZ,-23.865,35.3833,75.56,84,62,10.67,light rain
427,Kodinsk,RU,58.6881,99.1844,19.24,92,100,7.49,light snow
428,Kabo,CF,7.6994,18.629,65.93,20,82,5.06,broken clouds
429,Sembe,CG,1.6481,14.5806,66.18,64,55,1.59,broken clouds
430,Wanganui,NZ,-39.9333,175.05,61.74,93,100,15.99,light rain
431,Saint-Georges,GD,12.0564,-61.7485,76.68,83,40,6.91,scattered clouds
432,Ugoofaaru,MV,5.6667,73.0,81.25,68,41,10.29,scattered clouds
433,Koubia,GN,11.5833,-11.9,63.23,21,0,2.73,clear sky
434,Dehloran,IR,32.6941,47.2679,50.59,63,2,7.49,clear sky
435,Port-Cartier,CA,50.0334,-66.8654,-1.25,91,100,6.62,overcast clouds
436,Lata,PT,40.1629,-8.3327,46.06,96,77,2.33,broken clouds
437,Kenai,US,60.5544,-151.2583,24.85,93,100,3.44,overcast clouds
438,Boende,CD,-0.2167,20.8667,69.64,80,100,1.57,overcast clouds
439,Urengoy,RU,65.9667,78.3667,10.56,95,100,10.63,overcast clouds
440,Guerrero Negro,MX,27.9769,-114.0611,59.9,35,0,2.3,clear sky
441,Aswan,EG,24.0934,32.907,49.3,53,0,10.36,clear sky
442,Bathsheba,BB,13.2167,-59.5167,75.81,69,20,13.8,few clouds
443,Ilo,PE,-17.6394,-71.3375,69.64,81,76,6.02,broken clouds
444,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,87,0,5.75,clear sky
445,Oistins,BB,13.0667,-59.5333,75.29,69,20,13.8,few clouds
446,Tucuma,BR,-0.1833,-50.05,74.97,92,100,4.72,moderate rain
447,Mayo,US,38.8876,-76.5119,36.19,81,100,5.99,overcast clouds
448,Oranjestad,AW,12.524,-70.027,78.75,78,20,11.5,few clouds
449,Aloleng,PH,16.1307,119.7824,84.4,59,66,7.83,broken clouds
450,Kahului,US,20.8947,-156.47,79.86,79,40,12.66,scattered clouds
451,Kaeo,NZ,-35.1,173.7833,75.33,91,67,12.28,broken clouds
452,Slave Lake,CA,55.2834,-114.769,3.18,85,100,5.75,overcast clouds
453,Etchoropo,MX,26.7667,-109.6667,61.41,62,0,12.97,clear sky
454,Sterling,US,39.0062,-77.4286,35.74,79,100,1.01,overcast clouds
455,Atambua,ID,-9.1061,124.8925,82.4,69,84,5.77,broken clouds
456,Alta Floresta,BR,-9.8756,-56.0861,71.04,97,46,2.39,scattered clouds
457,Marawi,PH,7.9986,124.2928,81.91,53,69,7.2,broken clouds
458,Trairi,BR,-3.2778,-39.2689,76.19,90,99,6.15,heavy intensity rain
459,Straumen,NO,63.8709,11.2999,36.95,75,97,24.36,light rain
460,Dauphin,CA,51.1494,-100.0502,-3.86,77,100,9.22,overcast clouds
461,Santa Rita,BR,-7.1139,-34.9781,79.47,83,40,3.44,scattered clouds
462,Auki,SB,-8.7676,160.7034,84.54,73,94,8.5,overcast clouds
463,Kudahuvadhoo,MV,2.6708,72.8944,81.88,72,29,10.27,scattered clouds
464,General Roca,AR,-39.0333,-67.5833,63.0,62,66,18.28,moderate rain
465,Ambunti,PG,-4.2365,142.8448,92.57,49,86,5.12,overcast clouds
466,Port Augusta,AU,-32.5,137.7667,90.72,19,7,9.91,clear sky
467,Chapais,CA,49.7834,-74.8492,-13.22,97,100,2.86,overcast clouds
468,Baiquan,CN,47.5833,126.0833,4.28,83,79,7.58,broken clouds
469,Hofn,IS,64.2539,-15.2082,25.63,66,100,13.73,overcast clouds
470,Gat,IL,31.61,34.7642,52.48,100,86,9.71,overcast clouds
471,Champerico,GT,14.3,-91.9167,81.36,72,5,3.4,clear sky
472,Qena,EG,26.1615,32.7183,46.51,66,0,6.22,clear sky
473,Tvoroyri,FO,61.5556,-6.8111,34.99,61,100,12.84,overcast clouds
474,Kashi,CN,39.4547,75.9797,30.25,80,40,8.95,scattered clouds
475,Surab,PK,28.4914,66.2585,52.68,11,0,4.97,clear sky
476,Seoul,KR,37.5683,126.9778,27.97,33,20,12.66,few clouds
477,Port Shepstone,ZA,-30.7414,30.455,69.96,90,100,4.18,moderate rain
478,Matola,MZ,-25.9622,32.4589,71.55,94,75,12.66,broken clouds
479,San Isidro,PE,-12.1167,-77.05,69.51,69,0,1.01,clear sky
480,Diego De Almagro,CL,-26.3667,-70.05,63.07,46,0,1.19,clear sky
481,Bukama,CD,-9.2,25.85,64.36,99,100,1.16,overcast clouds
482,Kang,BW,-23.6752,22.7876,68.02,76,10,7.76,clear sky
483,Lagos,NG,6.5833,3.75,80.92,94,0,2.46,clear sky
484,Muisne,EC,0.6,-80.0333,76.68,82,91,4.27,overcast clouds
485,Roma,US,43.2128,-75.4557,13.86,92,100,5.75,overcast clouds
486,Mahina,PF,-17.5065,-149.489,83.97,58,20,13.8,light rain
487,Pushkinskiye Gory,RU,57.0209,28.9103,19.06,92,100,12.66,snow
488,Kannur,IN,11.8675,75.3576,76.26,57,53,2.44,broken clouds
489,Bugiri,UG,0.5714,33.7417,66.52,78,100,4.94,overcast clouds
490,Kulhudhuffushi,MV,6.6221,73.07,81.14,65,56,10.38,broken clouds
491,Jatai,BR,-17.8814,-51.7144,69.66,91,96,3.24,overcast clouds
492,San Juan,AR,-31.5375,-68.5364,77.94,31,0,11.16,clear sky
493,Visby,SE,57.6409,18.296,35.82,93,75,13.8,broken clouds
494,Coffs Harbour,AU,-30.3,153.1333,77.27,53,75,24.16,broken clouds
495,Banda Aceh,ID,5.5577,95.3222,84.92,64,52,8.37,broken clouds
496,Kununurra,AU,-15.7667,128.7333,78.78,94,100,6.91,light rain
497,Baherden,TM,38.4362,57.4316,52.03,35,2,8.12,clear sky
498,Trincomalee,LK,8.5711,81.2335,77.56,74,10,3.98,clear sky
499,Ewa Beach,US,21.3156,-158.0072,78.75,65,75,5.99,broken clouds
500,Siuna,NI,13.7332,-84.7773,68.23,88,61,3.11,broken clouds
501,Grand-Santi,GF,4.25,-54.3833,71.92,99,100,2.17,overcast clouds
502,Constitucion,CL,-35.3333,-72.4167,57.99,87,5,11.83,clear sky
503,Rome,US,34.257,-85.1647,36.9,82,100,1.99,overcast clouds
504,Pochutla,MX,15.7432,-96.4661,76.82,71,0,3.51,clear sky
505,Karpathos,GR,35.507,27.2132,51.76,66,1,24.16,clear sky
506,Jinchang,CN,38.4953,102.1739,16.86,68,100,5.55,light snow
507,Guangyuan,CN,32.442,105.823,41.22,96,100,1.25,light rain
508,Ahuimanu,US,21.4447,-157.8378,78.51,67,100,1.99,overcast clouds
509,Nurota,UZ,40.5614,65.6886,35.69,18,3,8.79,clear sky
510,Ambilobe,MG,-13.2,49.05,76.77,88,100,10.47,light rain
511,Mandalgovi,MN,45.7625,106.2708,10.98,56,0,10.98,clear sky
512,Ghanzi,BW,-21.5667,21.7833,68.88,79,96,7.52,overcast clouds
513,Porto Torres,IT,40.835,8.3972,51.1,90,52,9.91,broken clouds
514,Athens,GR,37.9795,23.7162,47.16,78,20,1.01,few clouds
515,Samarai,PG,-10.6167,150.6667,84.96,74,95,9.69,overcast clouds
516,Buala,SB,-8.145,159.5921,83.82,77,100,9.46,light rain
517,Ialibu,PG,-6.2821,143.9935,66.38,79,95,3.85,overcast clouds
518,Mulege,MX,26.8833,-111.9833,56.61,44,0,8.21,clear sky
519,Tricase,IT,39.9304,18.3553,49.82,89,78,13.02,broken clouds
520,Pangkalanbuun,ID,-2.6833,111.6167,89.37,58,100,3.31,overcast clouds
521,Hami,CN,42.8,93.45,28.04,28,100,3.13,overcast clouds
522,Sept-Iles,CA,50.2001,-66.3821,-0.94,65,75,5.01,broken clouds
523,Grand Forks,US,47.9417,-97.4337,-4.07,76,100,9.22,overcast clouds
524,Bobon,PH,12.5246,124.5636,80.56,78,100,17.31,overcast clouds
525,Nicolas Bravo,MX,18.45,-88.9167,69.24,98,29,1.41,scattered clouds
526,Teya,RU,60.3778,92.6267,19.49,90,100,8.81,overcast clouds
527,Leh,IN,34.1667,77.5833,-0.36,88,96,2.71,overcast clouds
528,Kamenka,RU,51.3223,42.7678,10.08,98,90,6.96,overcast clouds
529,Kalininsk,RU,51.5,44.4758,9.27,98,99,6.15,overcast clouds
530,Dongsheng,CN,39.8161,109.9776,13.48,37,98,6.91,overcast clouds
531,Cascais,PT,38.6979,-9.4215,52.05,74,85,1.01,overcast clouds
532,San Vicente Centenario,HN,14.8833,-88.2833,68.94,98,11,2.57,few clouds
533,Nelson Bay,AU,-32.7167,152.15,76.08,65,30,4.0,scattered clouds
534,Takaungu,KE,-3.6837,39.8566,75.49,91,65,5.39,broken clouds
535,Say,NE,13.1007,2.3689,66.76,15,2,10.13,clear sky
536,Dongkan,CN,33.9997,119.8308,38.26,24,3,12.06,clear sky
537,Gigmoto,PH,13.7796,124.39,78.55,84,100,17.54,overcast clouds
538,Ixtapa,MX,20.7,-105.2,72.63,73,40,3.44,scattered clouds
539,Sinnamary,GF,5.3833,-52.95,75.7,89,87,8.32,overcast clouds
540,Haldensleben,DE,52.2891,11.4098,42.53,69,90,20.58,light rain
541,Phayakkhaphum Phisai,TH,15.5163,103.1937,70.32,50,30,12.19,scattered clouds
542,Cabedelo,BR,-6.9811,-34.8339,79.47,77,7,10.27,clear sky
543,Puerto Carreno,CO,6.189,-67.4859,81.34,57,78,3.67,broken clouds
544,Monoharpur,IN,22.1083,88.0789,69.21,47,0,13.47,clear sky
545,Tsukuba,JP,36.2,140.1,48.07,19,25,8.39,scattered clouds
546,Tacuarembo,UY,-31.7333,-55.9833,72.84,72,96,2.84,overcast clouds
547,Takayama,JP,36.1333,137.25,31.01,80,98,9.1,snow
548,Viedma,AR,-40.8135,-62.9967,62.4,67,100,21.05,overcast clouds
549,Hualmay,PE,-11.0964,-77.6139,69.69,85,50,8.77,scattered clouds
550,Ginir,ET,7.1333,40.7,56.48,26,4,5.19,clear sky
551,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.7,85,99,18.86,overcast clouds
552,Nabire,ID,-3.3667,135.4833,86.38,65,100,7.87,overcast clouds
553,North Bend,US,43.4065,-124.2243,49.06,99,100,3.44,overcast clouds
554,Ivanovskoye,RU,44.5795,41.8764,27.59,91,100,15.26,overcast clouds
555,Sri Aman,MY,1.2376,111.4621,84.25,79,20,2.3,few clouds
556,Araouane,ML,18.9048,-3.5265,60.75,13,0,9.26,clear sky
557,Basse-Pointe,MQ,14.8695,-61.115,73.85,64,7,10.27,clear sky
558,Vila Velha,BR,-20.3297,-40.2925,73.35,96,20,3.44,light rain
559,Xiashi,CN,30.5363,120.6864,43.99,58,10,8.46,clear sky
560,Lupiro,TZ,-8.3833,36.6667,71.46,95,100,2.42,overcast clouds
561,Grootfontein,NA,-19.5667,18.1167,65.77,88,100,3.44,overcast clouds
562,Key West,US,24.5557,-81.7826,77.0,84,40,10.36,scattered clouds
563,Valparaiso,CL,-33.0393,-71.6273,67.48,81,0,3.44,clear sky
564,Kaluga,RU,54.5,35.5,0.61,100,92,2.57,overcast clouds
565,Tura,IN,25.5198,90.2201,58.46,85,33,3.42,scattered clouds
566,San Carlos,VE,9.6612,-68.5827,73.63,71,40,3.91,scattered clouds
